Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1502,Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,29-323,1996,11,10,857,9.5,0.00,0.11,0.11,0.00,0.00,0.00,0.21,0.00,0.02,0.02,0.04,0.05,0.84,05.05,0.53,0.00,0.11,0.11,0.00,0.11,0.02,0.04,0.06,0.02,0.06,Matches
1503,Hernani,br BRA,"MF,DF",Parma,it Serie A,31-282,1994,4,0,73,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.25,3.75,3.75,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08,Matches
1504,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,24-309,2001,13,6,583,6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.15,1.69,0.31,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1505,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,32-212,1993,17,17,"1,53",17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1506,Yangel Herrera,ve VEN,MF,Girona,es La Liga,27-354,1998,2,2,110,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,1.67,2.50,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1507,Yangel Herrera,ve VEN,MF,Real Sociedad,es La Liga,27-354,1998,2,2,88,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,0.30,0.00,0.30,3.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
1508,Charles Herrmann,de GER,MF,Gladbach,de Bundesliga,19-347,2006,1,0,5,0.1,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,20.0,0.00,18.00,18.00,0.00,18.00,0.00,3.64,3.64,0.00,3.64,Matches
1509,Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,de Bundesliga,33-051,1992,15,15,"1,35",15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.02,0.02,0.00,0.02,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1510,Aaron Hickey,sct SCO,DF,Brentford,eng Premier League,23-207,2002,11,5,430,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.08,0.08,0.00,0.08,0.42,2.71,2.29,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
1511,Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,22-113,2003,17,14,"1,255",13.9,0.00,0.14,0.14,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.09,0.09,0.94,4.17,1.58,0.00,0.14,0.14,0.00,0.14,0.00,0.09,0.09,0.00,0.09,Matches
1512,James Hill,eng ENG,DF,Bournemouth,eng Premier League,23-358,2002,10,3,396,4.4,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.05,0.05,0.00,0.05,0.68,3.86,1.82,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
1513,Piero Hincapié,ec ECU,DF,Arsenal,eng Premier League,23-359,2002,10,8,745,8.3,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.06,0.06,0.96,2.89,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1514,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,23-359,2002,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,2.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.38,0.38,0.38,Matches
1515,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,de Bundesliga,23-162,2002,3,0,24,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,0.00,3.33,10.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches
1516,Ki-Jana Hoever,nl NED,"DF,MF",Wolves,eng Premier League,23-350,2002,8,6,425,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,1.91,2.77,4.89,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
1517,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,35-300,1990,4,0,42,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.00,10.0,2.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
1518,Malthe Hojholt,dk DEN,MF,Pisa,it Serie A,24-262,2001,5,2,205,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.09,0.09,0.00,0.09,0.43,1.74,0.43,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
1519,Benedict Hollerbach,de GER,"FW,MF",Mainz 05,de Bundesliga,24-231,2001,11,10,693,7.7,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.14,0.23,2.60,1.17,07.01,0.00,0.26,0.26,0.00,0.26,0.10,0.14,0.24,0.10,0.24,Matches
1520,Franck Honorat,fr FRA,"FW,MF",Gladbach,de Bundesliga,29-145,1996,9,8,677,7.5,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.44,0.51,2.93,3.20,11.2,0.00,0.40,0.40,0.00,0.40,0.06,0.44,0.51,0.06,0.51,Matches
1521,Mathias Honsak,at AUT,"FW,MF",Heidenheim,de Bundesliga,29-014,1996,12,8,648,7.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.04,0.21,1.53,1.39,4.72,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.21,0.18,0.21,Matches
1522,Ali Houary,ma MAR,MF,Elche,es La Liga,20-151,2005,2,2,123,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,1.43,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
1523,Lukáš Hrádecký,fi FIN,GK,Monaco,fr Ligue 1,36-040,1989,7,7,618,6.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1524,Robin Hranáč,cz CZE,DF,Hoffenheim,de Bundesliga,25-339,2000,15,15,"1,315",14.6,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.05,0.05,0.00,0.06,0.14,2.88,0.07,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
1525,Timo Hübers,de GER,DF,Köln,de Bundesliga,29-167,1996,8,8,675,7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,2.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1526,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,30-261,1995,16,8,694,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.05,0.05,0.09,0.14,0.52,5.19,1.30,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.14,0.05,0.14,Matches
1527,Trai Hume,nir NIR,"DF,MF",Sunderland,eng Premier League,23-291,2002,19,17,"1,563",17.4,0.00,0.06,0.06,0.00,0.00,0.00,0.23,0.00,0.04,0.04,0.05,0.09,01.03,2.93,2.47,0.00,0.06,0.06,0.00,0.06,0.04,0.05,0.09,0.04,0.09,Matches
1528,Bashir Humphreys,eng ENG,DF,Burnley,eng Premier League,22-294,2003,3,1,169,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,2.11,4.21,01.05,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1529,Denis Huseinbasic,ba BIH,MF,Köln,de Bundesliga,24-184,2001,12,7,608,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.06,0.06,0.04,0.10,02.06,4.71,0.44,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
1530,Kwon Hyeokkyu,kr KOR,MF,Nantes,fr Ligue 1,24-296,2001,12,9,753,8.4,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.01,0.01,0.00,0.01,0.12,1.55,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1531,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,31-317,1994,3,1,154,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,4.71,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1532,Hong Hyunseok,kr KOR,MF,Nantes,fr Ligue 1,26-201,1999,6,3,284,3.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,0.31,2.19,2.50,0.00,0.00,0.00,0.00,0.00,0.15,0.01,0.15,0.15,0.15,Matches
1533,Lucas Høgsberg,dk DEN,DF,Strasbourg,fr Ligue 1,19-194,2006,10,10,839,9.3,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.11,0.01,0.01,0.01,0.02,0.00,3.87,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
1534,Oscar Højlund,dk DEN,MF,Eint Frankfurt,de Bundesliga,20-364,2005,10,1,270,3.0,0.00,0.33,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.07,0.07,0.67,4.00,1.67,0.00,0.33,0.33,0.00,0.33,0.00,0.05,0.05,0.00,0.05,Matches
1535,Arijon Ibrahimović,de GER,"MF,FW",Heidenheim,de Bundesliga,20-023,2005,15,12,"1,095",12.2,0.00,0.16,0.16,0.00,0.00,0.00,0.08,0.00,0.21,0.21,0.16,0.39,2.87,4.18,5.74,0.00,0.16,0.16,0.00,0.16,0.22,0.17,0.38,0.22,0.38,Matches
1536,Stanis Idumbo,be BEL,MF,Sevilla,es La Liga,20-188,2005,1,1,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,8.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23,Matches
1537,Stanis Idumbo,be BEL,"MF,DF",Monaco,fr Ligue 1,20-188,2005,6,0,147,1.6,0.00,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.19,0.44,1.88,1.88,6.25,0.00,0.61,0.61,0.00,0.61,0.26,0.18,0.44,0.26,0.44,Matches
1538,Jay Idzes,id IDN,DF,Sassuolo,it Serie A,25-215,2000,16,16,"1,44",16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.69,02.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1539,Igor,br BRA,DF,West Ham,eng Premier League,27-330,1998,4,1,105,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1540,Jonathan Ikone,fr FRA,"FW,MF",Paris FC,fr Ligue 1,27-246,1998,8,2,230,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.15,0.15,0.19,0.35,2.31,1.92,6.54,0.00,0.00,0.00,0.00,0.00,0.14,0.21,0.35,0.14,0.35,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1541,Andrej Ilic,rs SRB,FW,Union Berlin,de Bundesliga,25-275,2000,14,10,915,10.2,0.00,0.69,0.69,0.00,0.00,0.10,0.29,0.00,0.36,0.28,0.22,0.50,0.59,1.18,4.61,0.00,0.69,0.69,0.00,0.69,0.36,0.22,0.58,0.28,0.50,Matches
1542,Ivan Ilić,rs SRB,MF,Torino,it Serie A,24-292,2001,7,5,393,4.4,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.16,0.16,0.68,3.18,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches
1543,Emirhan İlkhan,tr TUR,MF,Torino,it Serie A,21-216,2004,3,1,69,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
1544,Ciro Immobile,it ITA,FW,Bologna,it Serie A,35-317,1990,2,1,50,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1545,Cyriaque Irié,bf BFA,FW,Freiburg,de Bundesliga,20-197,2005,1,0,31,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,6.67,20.0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
1546,Tim Iroegbunam,eng ENG,MF,Everton,eng Premier League,22-187,2003,15,9,763,8.5,0.00,0.12,0.12,0.00,0.00,0.00,0.71,0.00,0.02,0.02,0.05,0.07,0.94,03.06,1.76,0.00,0.12,0.12,0.00,0.12,0.02,0.05,0.07,0.02,0.07,Matches
1547,Jackson Irvine,au AUS,MF,St. Pauli,de Bundesliga,32-302,1993,8,5,435,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.06,0.15,0.83,5.00,3.96,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,Matches
1548,Andy Irving,sct SCO,MF,West Ham,eng Premier League,25-235,2000,7,2,158,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,1.11,6.67,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
1549,Isco,es ESP,MF,Betis,es La Liga,33-257,1992,1,0,31,0.3,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.67,0.67,6.67,13.3,3.33,0.00,2.90,2.90,0.00,2.90,0.24,0.45,0.69,0.24,0.69,Matches
1550,Ardian Ismajli,al ALB,DF,Torino,it Serie A,29-095,1996,11,8,775,8.6,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.03,0.03,0.02,0.06,0.23,2.79,0.70,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
1551,Franco Israel,uy URU,GK,Torino,it Serie A,25-256,2000,9,9,810,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1552,Hiroki Ito,jp JPN,DF,Bayern Munich,de Bundesliga,26-236,1999,4,2,148,1.6,0.00,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.06,0.19,0.63,7.50,6.25,0.00,0.61,0.61,0.00,0.61,0.17,0.04,0.20,0.17,0.20,Matches
1553,Urko Izeta,es ESP,"MF,FW",Athletic Club,es La Liga,26-096,1999,6,0,58,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.17,0.17,0.00,0.33,6.67,1.67,8.33,0.00,0.00,0.00,0.00,0.00,0.23,0.02,0.25,0.23,0.25,Matches
1554,Jairo Izquierdo,es ESP,"MF,DF",Elche,es La Liga,32-073,1993,1,0,24,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1555,Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,20-174,2005,15,15,"1,333",14.8,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.07,0.05,0.05,0.01,0.06,0.41,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
1556,Karl Jakob Hein,ee EST,GK,Werder Bremen,de Bundesliga,23-265,2002,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1557,Daniel James,wls WAL,FW,Leeds United,eng Premier League,28-054,1997,10,4,354,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.15,0.36,4.36,2.56,10.5,0.00,0.00,0.00,0.00,0.00,0.19,0.16,0.35,0.19,0.35,Matches
1558,Vitaly Janelt,de GER,MF,Brentford,eng Premier League,27-238,1998,14,5,586,6.5,0.00,0.15,0.15,0.00,0.00,0.00,0.31,0.00,0.08,0.08,0.12,0.20,0.46,4.77,0.92,0.00,0.15,0.15,0.00,0.15,0.08,0.12,0.20,0.08,0.20,Matches
1559,Mathis Jangeal,fr FRA,MF,Paris S-G,fr Ligue 1,17-193,2008,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1560,Adnan Januzaj,be BEL,"FW,MF",Sevilla,es La Liga,30-332,1995,8,2,190,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.05,0.05,0.10,0.14,5.24,8.57,6.19,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.13,0.03,0.13,Matches
1561,Luca Jaquez,ch SUI,DF,Stuttgart,de Bundesliga,22-215,2003,5,5,410,4.6,0.00,0.22,0.22,0.00,0.00,0.00,0.22,0.00,0.02,0.02,0.17,0.20,0.87,6.52,0.65,0.00,0.22,0.22,0.00,0.22,0.01,0.18,0.19,0.01,0.19,Matches
1562,Ardon Jashari,ch SUI,"MF,FW",Milan,it Serie A,23-157,2002,2,0,38,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,5.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1563,Bakery Jatta,gm GAM,"MF,DF",Hamburger SV,de Bundesliga,27-211,1998,3,1,125,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.07,0.14,1.43,1.43,2.14,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17,Matches
1564,Finn Jeltsch,de GER,DF,Stuttgart,de Bundesliga,19-170,2006,9,8,675,7.5,0.00,0.13,0.13,0.00,0.00,0.00,0.27,0.00,0.03,0.03,0.01,0.04,01.07,3.33,0.67,0.00,0.13,0.13,0.00,0.13,0.02,0.01,0.04,0.02,0.04,Matches
1565,Moritz Jenz,de GER,DF,Wolfsburg,de Bundesliga,26-248,1999,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.03,0.03,0.01,0.04,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
1566,Juan Jesus,br BRA,DF,Napoli,it Serie A,34-207,1991,11,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.01,0.01,0.00,0.01,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches
1567,Álex Jiménez,es ESP,"DF,FW",Bournemouth,eng Premier League,20-240,2005,15,11,979,10.9,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.05,0.05,0.03,0.07,3.94,4.13,3.58,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
1568,Álex Jiménez,es ESP,DF,Milan,it Serie A,20-240,2005,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.40,0.40,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.49,0.00,0.49,Matches
1569,David Jiménez,es ESP,DF,Real Madrid,es La Liga,21-295,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1570,Jamaldeen Jimoh,eng ENG,MF,Aston Villa,eng Premier League,19-093,2006,1,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1571,Jofre,es ESP,"MF,FW",Espanyol,es La Liga,24-200,2001,10,4,352,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.08,5.13,1.28,6.15,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
1572,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,25-097,2000,4,1,94,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.20,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.11,0.06,0.17,0.11,0.17,Matches
1573,John,br BRA,GK,Nott'ham Forest,eng Premier League,29-324,1996,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1574,Dennis Johnsen,no NOR,"MF,FW",Cremonese,it Serie A,27-320,1998,7,3,240,2.7,0.00,0.37,0.37,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.11,0.15,2.59,1.85,5.93,0.00,0.37,0.37,0.00,0.37,0.02,0.11,0.13,0.02,0.13,Matches
1575,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,35-340,1990,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1576,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,32-284,1993,12,12,"1,08",12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1577,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,24-338,2001,17,8,888,9.9,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.06,0.06,0.08,0.13,3.23,10.3,3.43,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches
1578,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,28-236,1997,13,10,955,10.6,0.00,0.28,0.28,0.00,0.00,0.00,0.28,0.09,0.04,0.04,0.19,0.23,2.92,9.91,1.98,0.00,0.28,0.28,0.00,0.28,0.04,0.19,0.23,0.04,0.23,Matches
1579,Joan Jordán,es ESP,MF,Sevilla,es La Liga,31-181,1994,2,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1580,Josan,es ESP,"DF,MF",Elche,es La Liga,36-031,1989,9,3,307,3.4,0.00,0.59,0.59,0.00,0.00,0.00,0.59,0.00,0.09,0.09,0.68,0.76,3.82,3.24,12.6,0.00,0.59,0.59,0.00,0.59,0.08,0.69,0.77,0.08,0.77,Matches
1581,Lazar Jovanović,rs SRB,"FW,MF",Stuttgart,de Bundesliga,19-034,2006,3,0,40,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.50,7.50,2.50,5.00,0.00,0.00,0.00,0.00,0.00,0.16,0.24,0.40,0.16,0.40,Matches
1582,Juanmi,es ESP,"FW,DF",Getafe,es La Liga,32-228,1993,6,0,126,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.14,0.71,0.71,4.29,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches
1583,Abdulai Juma Bah,sl SLE,DF,Nice,fr Ligue 1,19-267,2006,12,10,900,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.05,0.05,0.04,0.09,0.20,1.90,0.20,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
1584,Anthony Jung,de GER,DF,Freiburg,de Bundesliga,34-061,1991,6,3,298,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.15,0.15,0.61,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
1585,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,24-354,2001,13,13,"1,17",13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1586,Hamed Junior Traorè,ci CIV,MF,Bournemouth,eng Premier League,25-321,2000,1,0,17,0.2,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,5.29,5.29,0.00,5.29,0.00,1.10,1.10,0.00,1.10,Matches
